name,rating,price,restaurant_type,address,combined_desc_reviews_type
Chez Ajia,4.6,30.0,Taiwanese restaurant,"4 Rue du Roi de Sicile, 75004 Paris 4",traditional taiwanese seafood meat dish served chic plantfilled venue terrace super taiwanese restaurant flavor service nice pleasant lot choice hardly disappointed would complain little bigger portion think knowing well taiwanese cuisine little disappointedby dish chosen sauce luo bo gao cake white radish lo bah bang lensemble good meat well marinated barely taiwanese restaurant recommended taiwanese friend noteverything disappointed delicious dish tea prepared right temperature cozy decoration friendly service fast service good experience first time taste taiwanese cuisine flavor unique meat extremely tender well cooked even lauberginethe portion generous excellent tawain restaurant colorful decor calmelles kibble taro good rice marvel Taiwanese restaurant
Les petites bouchées,4.7,30.0,Restaurant,"4 Rue du Roi de Sicile, 75004 Paris 4","eclectic range dish share including beef tataki salmon gravlax plantfilled space superb discovery nun concept great share excellent well -worked dish favorite carpaccio saintjacques sublimated great place rich idea mix flavor world small dish everyone sort way pace andhis taste share atmosphere atmosphere warm pleasant restaurant human scale mrs. ms. always incredible top year adorable waitress original delicious dish taste thank you, least 6 time go thissmall restaurant never disappointed took entourage share opinion manager daughter friend attentive warm large choice original delicious food perfect place go therewith friend family live good time sharing Restaurant"
Don Giovanni,4.7,30.0,Italian restaurant,"19 Rue François Miron, 75004 Paris 4",homestyle italian dish antipasti dessert convivial space wood brick accent went restaurant following opinion given google left disappointed experience cleanliness site soil slide dirty glass quantity weak pasta see photo service ate lunch room roomin little restaurant little cosi little parisian bistro still superb evening dish perfect service top especially irreproachable value money beautiful address recommend culinary enjoyment Italian restaurant
La Réserve Du Terroir - Restaurant Paris 4,4.6,30.0,Restaurant,"13 R. Quincampoix, 75004 Paris 4",traditional bistro dish like snail casserole beef entrecote served warm relaxed setting cadre reception nice service quality product laligot daubrac meat worth beautiful discovery address remember good time restaurant atypical decoration regret way meal 4in establishment allowed u delight u descargot cassollette pâté foie gras plat aligot sausage nordic salad auvergne salad believe steak daubrac accompanied nice place human scale drink good glass wine andtaste small board good welcome cheese come back pleasure excellent laligot really good glass wine cocktail really inexpensive dessert good super generous sufficient eat well pain thebelly Restaurant
GrandCœur,4.4,,French restaurant,"41 Rue du Temple, 75004 Paris 4",setting pretty service extremely slow necessary relaunch dish dessert card dessert good without overturning generous enough remains opinion spent good evening disappointment havenot found refinement described site dish well presented lack lightness maybe unfortunately expectation firstly laccueil arrived person wheelchair help offered forpass walk restaurant restaurant French restaurant
Les Fous de l'Ile,4.3,,French restaurant,"33 Rue des Deux Ponts, 75004 Paris 4",traditional cuisine relaxed modern bistro decorated chickenrelated image object place redone little expensive restaurant even wanted test since become parisian brewery decor made even like regretted evening welcoming sharing honesty hindsight becauseat time disappointed cozy place especially manage table side window server waitress welcoming smile passing ask first step island saint louis restaurant attracts loeil title map displayeddoes leave indifferent chef jonathan second alexandre silva ex maceo exploding flavor super brewery server little care really nice music strong allowed u feel well speaks atean excellent piece meat problem cooking quickly caught return kitchen super experienced started nice aperitif around delicious cold meat cheese perfectly beautiful cellar beautiful discovery wine French restaurant
Chez Margot,4.4,30.0,French restaurant,"25 Bd Henri IV, 75004 Paris 4",traditional french bistro tv sport covered terrace specializing salers beef open terrace ashtray well evident massocate hot chocolate server arrives ask ashtray xa0ah sorry terrace non -smoking deceive customer sunday 15122024 arrive around 2:15 14 without good bookinghome make 2 table 7 terrassenla map nice roverons hamburger brunch 16 ate terrace well sheltered temperature still acceptable service nice excellent kitchen traditional dish rognon bib floating island verygood time fell completely chance walking 4th nice surprise honest lunchtime formula even 20 e p small cocktail mojito fall simple excellent kitchen beautiful place pleasant staff recommend meal mealit well gone friendly good atmosphere recommend like eat calm place meal served rather generous redo French restaurant
Chez Julien,4.0,,French restaurant,"1 Rue du Pont Louis-Philippe, 75004 Paris 4",select bistro outdoor seat stylish decor serving elevated breakfast main dessert wine restaurant nice server really adorable special mention young blonde funny delighted evening hand restaurant exaggerates price paid almost 200 people service impeccable really beautiful setting alone downside iwould say concerned little bland damage exactly exactly mind calf egg tomato jai dinner twice friend restaurant overall correct experience correct dish pleasant hand server notso welcoming particular front people good evening everyone say lexperience positive food delicious well -prepared dish authentic flavor really gave cry france latmosphère restaurant beautiful experience lunch formulaat 29 excellent value money downside price glass bottle high little effort made side French restaurant
Pamela Popo,4.6,,Restaurant,"15 Rue François Miron, 75004 Paris 4",really nice surprise discover restaurant chance without reservation decor heady sifted seated room room theme library 3 server warm pamela popo bit like hidden treasureat heart lexteriuri marsh might think simple restaurant crossing door enter real little world apart good waited 10 minute despite excellent restaurant nothing complain warm bonnaccueil despite non -reservationthe manager managed settle super small restaurant table heart marsh refined decoration romantic atmosphere siftedness smiling pleasant beautiful address recommend without reservation quality card service skillfully orchestrated warm teamprofessional whether friend couple place seduce Restaurant
L'hirondelle - Paris 4,4.7,30.0,French restaurant,"42 Bd Henri IV, 75004 Paris 4","pleasant welcome nice room little noisy noon took burger sauce nice together correct extraordinary tonight great evening present pattern topnfranching kitchen price great ate julienne back tiramisudune lightness frequently recommend surprisingly formidable place delight heart paris tuna tataki emulsion yuzu definitely unforgettable, let's talk dessert farandole accompanying gourmet coffee recommend restaurant 120 day reserved 6people entrance perfect egg feasted part butcher pepper sauce homemade fry treat went eat dish excellent really enjoyed emma waitress really adorable helpful restaurant restaurant warm recommend French restaurant"
Loulou,4.2,30.0,Bistro,"63 Rue Rambuteau, 75004 Paris 4",north african tagine dish richly decorated bistro patio table live jazz performance really super especially laccueil pleasant lhumour proof lot kind dish well presented particularly good price barely expensive remains reasonable like count tried least one beautifuldiscovery random exit show jazz atmosphere jadorai short lhumour master place nice kindness young server pleasant tajines super good welcome menu 1790 platbonne tajine tender meat entrancehomemade fry nice setting terrace friendly helpful personal pedestrian street never catch deplorable quality product served worst snail whole life ate lot like dessert industrial productsvery good value money formula quality meat right cooking dessert exceptional perfect service Bistro
Nostre,4.4,30.0,Restaurant,"86 Rue Saint-Antoine, 75004 Paris 4",liked restaurant much see nothing absolutely nothing redirect pleasant smiling fast good lassiette choice coherent price little music lambing personal smiling helpful dish delicious wecame drink finally seeing cheese cold meat plank dish passing front eye decided stay good time start new year 2025 good nice personal company smiling havewell sweet salty ri nvibe highly recommend place themplacement especially service exceptional smiling kind feel immediately well looking place lunch quickly lunch terrace august 16during walk pleasant time burger fogweed cooking 5 hour smiling accommodation short top Restaurant
Chez Papa 13,4.2,30.0,Southwest France restaurant,"27 Rue de la Colonie, 75013 Paris 13",superb nplats gourmand restaurant formier supdivery warm pleasant real table southwest nous dinner dish generous quality ingredient warm foie gras duckles salad beautiful tasty pleasant moment tradition south west restaurantwas good kitchen quantity really dropped price increased menu lot 35 plus 35 foie gras supplement absolutely justify price hand pattern nice advise delivery restaurant lenseigneof 14th reliable level constant price become frankly indecent entitled far cooked meat southern dish without cheese mushroom despite indication peace menu ideal place eatgood southwest cuisine dish generous generous service pleasant navy top highly recommend Southwest France restaurant
Chez Papa 13,4.2,30.0,Southwest France restaurant,"27 Rue de la Colonie, 75013 Paris 13",superb nplats gourmand restaurant formier supdivery warm pleasant real table southwest nous dinner dish generous quality ingredient warm foie gras duckles salad beautiful tasty pleasant moment tradition south west restaurantwas good kitchen quantity really dropped price increased menu lot 35 plus 35 foie gras supplement absolutely justify price hand pattern nice advise delivery restaurant lenseigneof 14th reliable level constant price become frankly indecent entitled far cooked meat southern dish without cheese mushroom despite indication peace menu ideal place eatgood southwest cuisine dish generous generous service pleasant navy top highly recommend Southwest France restaurant
Au Petit Village,4.7,30.0,Restaurant,"6 Rue Coypel, 75013 Paris 13","signature couscous plus middle eastern pastry green tea cozy easygoing restaurant delicious restaurant took royal couscous couscous mechoui good portion say couscous best recommend 100 impeccable service thank warm atmosphere really pleasant welcome tasty dish spent excellentmoment hesitate come location present itself, highly recommend superb address léquipe warm smiling welcoming sense impeccable service meal part succulent couscous typical pastria nice background smallrestaurant friendly district delicious generous couscous great taste came table 6 received great kindness team despite late arrival close closure kitchen recommend addresspretty little brasserie service courtoisjolie card recommend grill mix Restaurant"
Sourire,4.7,100.0,Haute French restaurant,"15 Rue de la Santé, 75013 Paris 13",restaurant magnificent service great view kitchen pleasant see cook prepare delicious dish highly recommend restaurant year come lunch smile time treat amuses incredibleand december particularly divine restaurant warm attentive staff dish tasty navigance pleasant recommend without hesitation excellent gastronomic experience extreme finesse creamy tasty sauce beautiful cooking duck consistency start finishmaking smile nestled restaurant rue de la santé essential address lover haute gastronomy paris soon elegant cozy atmosphere envelops offering conducive culinary experience Haute French restaurant
TI AMO - PLACE D'ITALIE,4.5,20.0,Pizza restaurant,"27 Bd Auguste Blanqui, 75013 Paris 13",restaurant cozy fast service le arancinis excellent unfortunately calzone small busy gnocchi good little laubergine amonggiana average hand pasta next door excellent sauce delicious jen still dream spacereduced lexter small space terrace flat lexteril missing flavor generous enough according usnpar friendly server watch false glowing comment restaurant serf damaged outdated food fell ill eating pizza dishesand filthy pasta served ti amo bd auguste blanqui meal without reservation found instantly found cozy staff young small professionlae put customer laise let feel like home beautiful italian address stone's throw dititalie place witha large calmenla decoration terrace cute server top Pizza restaurant
Chez Gladines Butte aux Cailles,4.4,30.0,Basque restaurant,"30 Rue des cinq Diamants, 75013 Paris 13",stew escalopes farmhouse dish southwest france cozy dining room southwest atmosphere cuisine disoriented thanks flat decor correct nothing tired server start good address eat generous delicious friendly welcoming plates.generous piperade super welcome nice customer come back tomorrow noon reservation possible date place year year drop potato soft dish arrived lukemm great ago 1 2 year superb discovery wecame dinner tonight service fast adorable lecoute server take time chat usnles flat good generous must good appetite Basque restaurant
Le Temps des Cerises,4.3,30.0,French restaurant,"18-20 Rue de la Butte aux Cailles, 75013 Paris 13",appreciated duck breast dish bathed oil shame colleague came eat eaten well dish day dear top server nice eat well affordable.lancienne sympathetic service rare pearl atypical restaurant picturesque district kitchen excellent recommend delicious generous cassoulet historical reference displayed wall beautiful precious affordable price always come friend visiting létranger weapplication family french cuisine never disappointed either loss service service history permanent restaurant much liked ultra relaxed good -natured setting also nice dish homemade price price pricesreally correct neighborhood remember correctly paid reasonable amount even remember exactly exactly French restaurant
Chez Nathalie,4.4,40.0,Restaurant,"45 Rue Vandrezanne, 75013 Paris 13",refined meat fish plate paired french wine lightfilled room sidewalk table exceptional moment restoring 202f dish really delicious treat start finish big thank paul welcomed u warmly professional attentive beautiful laccueil discovery friendly pleasant son nathaliethe indoor service professional effective past lentry treat dessert little touch good memory restaurant therefore wanted return lunch disappointed 3 poor vegetable donut looked like rather thanglued grilled vegetable la polenta aubergine pesto good little restaurant nice kitchen good attention generous order dessert really necessary hungry discovered establishment family brunch despite quality product stayed onour hunger quantity little everything served cold including loeuf hull service Restaurant
PÂTES THAÏ Place d’italie,4.8,20.0,Thai restaurant,"6 Rue Primatice, 75013 Paris 13",correct thai culinary experience ideal first discovery take mom know use baguette service effective flavor missing dauthenticity palace plus sunday 14hnrevation minute restaurant nbondée district table attributed immediatelyfor taste service loved restaurant really nice welcome well -stocked dish délicieuxnje restaurant paris 13th super nice warm atmosphere good tasty tasty generous generous affordable price also offer formula to20th good choice simple dish also superb thai restaurant kitchen excellent quality service impeccable staff always good mood lambing calm pleasant special mention pork salt pepper sauce Thai restaurant
La Bonne Mer,4.7,,Seafood restaurant,"22 Rue du Moulin des Prés, 75013 Paris 13",excellent seafood restaurant paris paris le chef master seen lassiette feel mouth service also perfect miss corner dinner restaurant twice already toto say lexpérience absolutely flat -memorable flat prepared remarkable precision real enjoyed ncet rare find sea product good quality paris chef miracle feasted seafood well oyster wellsure also shell knife cooked plancha excellent downside room small table glued good kitchen treat full flavor tarama delight well three -me -tapas octopus offeredon map served evening real negative point glued sitting bench impossible move without disturbing people side small Seafood restaurant
Comme Au Vietnam,4.4,30.0,Vietnamese restaurant,"195 Av. de Choisy, 75013 Paris 13",good restaurant generous quantity good quality delight lot choice including vegetarian server pleasant effective service fast point came 4 saturday1 p.m. served quickly think better book people 3 room full decoration simple effective service fast good advice choice dish beautiful good laditionthere remains reasonable good address good flat restonles good generous lot choice 2nd time come excellent restaurant recommend lot quantity quality everything tasty stretched dry clean decor ispretty waiter waitress friendly Vietnamese restaurant
La Butte Aux Piafs,4.3,30.0,Restaurant,"31 Bd Auguste Blanqui, 75013 Paris 13",hill piaf real gem paris nnen long vegetarian pleasantly surprised offer arrived 12 noon ordered dish day served 12:45 pm almost one restaurant le plat duday also basic without fundamentally bad cute net potato mash little suitable child change owner small inventive friendly restaurant knew gourmet kitchen dessert trompe loeil creative brewerycompletely banal high price quality bad average served meal good little cooked price little high room noisy hill piaf offered u unforgettable gastronomic experience warm andfriendly place neat authentic decor immediately immerses u cozy setting soothing dish Restaurant
Auberge de la Butte,4.0,30.0,French restaurant,"8 Rue de la Butte aux Cailles, 75013 Paris 13","homey place french specialty like stew tartare plus national wine traditional sweet good evening lauberge de la butte pattern welcoming friendly good atmosphere nice singer dish generous hot enough pampery cold vegetable box lack restaurant disappointing except themplacement laccueil nothinggo long wait menu ordering unfinished offer u drink, must time manifest dessert change owner thought eating french staff greek withfrom greek cuisine uncontrolled french bistro card make risky ordered square day first time everything good classic beef side green bean fry much better tart tatin jy aimuch better passable memory buffalo grill first time also disappointed restaurant service dish price dish internet nothing price card even less paywe go 12 internet French restaurant"
Impérial Choisy 美丽都,3.9,30.0,Chinese restaurant,"32 Av. de Choisy, 75013 Paris 13",roasted duck hang window simple chinese destination cantonese meal read comment xa0negativesxa0 saying height restaurant michelin guide true lambing service remains restaurant 13th restaurant referenced michelin 2024 unfortunately lexperience expectation dish generousand rather good special mention lacquered duck truly strong point imperial choisy selected 2024 michelin guide surprising rather average restaurant service expeditious feel want number inthe noisy room essential address neighborhood careful tail worth date card everything make u want special mention tofu fried shrimp imperial cross pork salt royally fried pepper tasty garlicpepper crisp Chinese restaurant
Baan Issan,4.7,30.0,Thai restaurant,"12 Rue Véronèse, 75013 Paris 13",towards dititalie place excellent thai restaurant awaits lendroit cozy clean let lact smiling took magnificent laab raw beef tartare thai pork lana accompanied gluantun rice less 30 jy return beautiful discovery thissmall thai catering beautiful welcome pretty little decor everything good flat well served good thai restaurant highly recommend probably best thailand restaurant lunch dish treat eye nose tasteit explosion flavor mouth laccueil service effective address discover beautiful discourse cocoon milk shrimp ginger ginger Thai restaurant
Le Sarawan,4.3,30.0,Asian restaurant,"111-113 Av. d'Ivry, 75013 Paris 13","magnificent experiencenlaccueil warm entrance dish delicious laccueil nice super nice employee welcoming allnlend well located line, relaxing well decorated good music relaxation asian cuisine varied indonesian indonesian chinese course pleasant gastronomic discovery nearfrom home magnificent restaurant warm welcome quality dish perfect homemade fresh generous magnificent address adored absolutely start end took discovery menu 24th super value money dish generous portion portionis perfect taste guided laventure service pleasant also thank Asian restaurant"
L'Auberge du Roi Gradlon,4.5,50.0,Restaurant,"36 Bd Arago, 75013 Paris 13",extraordinary nothing reproach everything perfect service like food chef kindness rare find thank sami exceptional moment sami top superb discovery made chance service dothe chef even sitting moment u chat lone tasted wonderful dish deserves make known even big thank exceptional restaurant bos kitchen room incredible kindness andtake care detail food excellent perfectly prepared dish unforgettable experience highly recommend place said long come back kitchen good server pattern really everything everything ispass well dish dessert superb nest arago boulevard rue broca little greenery nugget dish generous tasty friendly service quality wine setting lends perfectly lunch os romantic dinner Restaurant
HAO HAO 好好,3.9,20.0,Asian restaurant,"23 Av. de Choisy, 75013 Paris 13",noodle chinese soup plus pork duck dish casual glassfronted restaurant everything delicious apart braised sheepstart absolutely recommend nle duck lacquered served leek pancake sauce great option hao hao restaurant real institution 13ᵉ arrondissement lover asian cooking foodthere excellent rich authentic flavor never disappoint special mention lake loc rice rice soup good service fast server correct flat poor rather expensive given quality example ravioli soup athe shrimp hot water noodle block unwaped noodle ravioli without hot water seasoning oil taste regular never dish disappoint goodly crab moult Asian restaurant
Chez Mamane,4.6,30.0,Couscous restaurant,"27 Rue des cinq Diamants, 75013 Paris 13",small restaurant rue de five diamants paris excellent couscous good friendly pleasant personal atmosphere seen report restaurant last year desire couscous left last week restaurant take booking therenot lot really super nice room nncouscous super good taste house top npetit bar restaurant lively hear noisy positive way astonishment one best couscous could eat good couscous good valuethe good spirit butte aux quail district Couscous restaurant
Tricotin,3.9,20.0,Chinese restaurant,"15 Av. de Choisy, 75013 Paris 13",casual venue noodle dish dumpling plus vietnamese thai cambodian classic nice discovery 13th arrondissement paris good welcome good kitchen steam ravioli delicious excellent address lover asian cuisine le tricotin located avenue de choisy real pearl dish delicious full authentic flavor always well presentedspecial mention souvenir go back 40 year old left paris jura nostalgia brings back paris see lady eat sounpe memory 20 year unfortunately found attention despite me100 chinese asian restoration thailand vietnam specialty number 1 nem even normally normally go day night otherwise great chinese restaurant specialty make u travel pho soup pho soup pho soupsthis cold weather lidal arrived 9 p.m. although busy found small place Chinese restaurant
D'Chez Eux,4.6,,French restaurant,"2 Av. de Lowendal, 75007 Paris 7","unmissable address known 30 year always pleasure return restaurant impeccable service traditional delicious go back time pace unique conviviality past damage trolley doeuvrewas any, hand, hand veal coast chicken sauce well eaten quality product share black angus beef, however quantity generousnaccueil manner little personal limit lecou good reception excellent cuisinetraditional ndmmage code ladn house lost forgotten jacket cochonnailles shell lapéritif legendary cart superb restaurant lunch lunchtime letting seduced coast beef map entrancesthat qualitatives coast brought cooking perfect ordered blue French restaurant"
Bistrot du Passage - Restaurant Caviste Paris 7,4.8,,Restaurant,"55 Rue de Grenelle, 75007 Paris 7","beautiful lecture room lot light little choice dish well executed tartare steak perhaps little worked sauce lose little natural taste beef service welcoming benevolence spent agood time family thank bistro passage nestled heart 7th arrondissement paris charming address fail seduce lover authentic french cuisine bistro offer warm friendly atmosphere excellent beautiful place peace eatbienoutout perfectly executed good advice wine also good address heart 7th arrondissement overlooking beaupassage warm home attempt lightly luminous, comfortable attentive cuisine cuisine little expensive refined generous reception smiling attentive smallhomemade kitchen treatment put bar high dish excellent served generously bravo Restaurant"
Au bon accueil,4.5,,French restaurant,"14 Rue de Monttessuy, 75007 Paris 7",stylish bistro serving elevated seafood meat dish eiffel tower view sidewalk table beside eiffel tower small restaurant really welcoming ideal option wish enjoy good romantic dinner paris super exceptional restaurant opinion best restaurant paris view food really excellent andfor quality price reasonable owner passionate attentive friendly return soon possible good restaurant beautiful view terrassenlorization service bit see nice server run everywhere otherwisewho lasted less work pleasantly surprised restaurant detail improve remains close perfection deserves beautiful address gastronomic neighborhood bistro offering beautiful kitchenfrench japanese chef good value money special mention chief chief friendly efficient service French restaurant
Le P'tit Troquet,4.7,50.0,French restaurant,"28 Rue de l'Exposition, 75007 Paris 7",snug restaurant serving traditional french market cuisine glutenfree option dessert lived nearby neighborhood moved another arrondissement year ago love visit restaurant time time seasonal card beautiful never disappointing staff excellent owner incredible always recommendto reserve given popularity meal succulent correct price friendly attentive service nnseul small downside room small little despace table would fortunately clientele calm one best restaurant good kitchen neighborhoodfresh delicious beautiful experience establishment recommended u personal friend warm professional anxious dish dinner dinner district dinner restaurant intimate paneling find nugget 7 gueststhe content plate glass laccueil warm raised frame ate well good time recommended. French restaurant
Au Petit Tonneau,4.6,,French restaurant,"20 Rue Surcouf, 75007 Paris 7",seasonal menu upscale bistro standard served cozy space checkered tablecloth dish delicious well cooked pan -fried mushroom tasty heart potato gratin tart tatin restaurant nice table maigret curator specialty veal boiler delicious little appetizerhoney carrot puree four spice heralding quality kitchen restaurant small french restaurant limit delicious cuisine value money acceptable nastine nut entrance delight restaurant offer honor sasseoir thetable next commissioner maigret read greedy adventure amazed eat veal boiler right little barrel great restaurant paris look like much butthe quality center establishment owner super nice quality dish envy older one generous good French restaurant
La Bonne Excuse,4.6,40.0,French restaurant,"48 Rue de Verneuil, 75007 Paris 7",creatively interpreted french classic renowned apple tart stylish understated setting excellent address vii friendly chef fresh product great time caramel lost brioche immerses childhood good flee toilet toilet 4 people accustomed good table allopened grilled pig square puree unfortunately strangely resembled delicious kitchen lantrée dessert naccueil ultra warm owner love profession sharing warm welcome good dish especially chocolate mousse xa0très chocolateand sincere exchange owner dexcuse stop thank good restaurant warm warm service reasonable price French restaurant
Riviera Fuga,4.8,,Restaurant,"10 Port des Invalides, 75007 Paris 7",second visit riviera fuga disappointed night setting splendid romantic cuisine fusion refined marked flavor neat dressage big plus warm attentive service johan unique place combine withperfection relaxed atmosphere refineeal kitchen setting bargain sea charm creates pleasant atmosphere recalling incredible setting memorable service phenomenal kitchen sensational good parisian restaurant beautiful experience restaurant really pleasant well decorated setting nléquipe smilingattentive fast dish varied super well received well decorated setting kitchen original full flavor lucky praised chef end meal thank team tosalim u Restaurant
Milagro,4.8,,Restaurant,"85 Av. Bosquet, 75007 Paris 7",excellent little authentic restaurant mixture flavor texture really good corner street street leut raw farandole culinary creativity franco -american chief lassociation incredible taste premium quality product example duck duck meltingthe small simple restaurant kitchen good fresh product pretty plate lady efficient polished little brief menu 3 service 30 nice personal place welcoming helpful little date dish recommend good surprise ofhomemade bread start well yet room manager alone waitress covid difficult saturday evening great management millimeter service always Restaurant
Restaurant Le 122,4.6,,Restaurant,"122 Rue de Grenelle, 75007 Paris 7","modern french cooking wine pairing stylish lightfilled room designed wood glass super warm decor able great time girlfriend thank server kindness, cook wonder nje completely recommends establishment great time restaurant dish excellent map ofwines beautiful setting perfect come back 122 one favorite restaurant dish district ofxcellente wine card well thought reasonable simple affable affable service short really recommended value money really nice risk ofcalf wanted test restaurant attracted room card passing nice discovery food excellent service pleasant room decorated taste leaf dinner good itis pleasant able feel talking recommend Restaurant"
La Terrasse du 7ᵉ,4.1,,French restaurant,"2 Pl. de l'École Militaire, 75007 Paris 7","classy corner eatery sidewalk seating serving local menu featuring meat fish plate friendly place well received even middle night kitchen good service fast good point cinnamon like put pancake everywhere paris passing throughthe capital wanted take dessert one evening night walk well received specified wanted take dessert feasted disappointing experience cafe near eiffel tower startlaccueil de la vateuse left something desired unlike tables, entitled aperitif cooky finally brewery could completely content situation rent given ideal location front military footof metro tel case service warm impeccable dish wine parisian brewery like cozy atmosphere well -dressed server card classic dish suitable price could little plentiful verygood French restaurant"
Auberge Bressane,4.5,,French restaurant,"16 Av. de la Motte-Picquet, 75007 Paris 7","folksy easygoing locale making traditional french food like coq au vin chocolate soufflé one best address paris lover traditional cuisine year customer never disappointment good kitchenxcellente companione warm decor authentic diving tradition memory dish delicious generous neat photo speakit professional service professional impatient come back discover dish card tradition lambiancende french bourgeois french cuisine well executed good productsnune menu de vins well supplied especially burgundy disappointed experiencei however heard greatest bonnet price high waiting unfortunately taste rendezvous eggs, little taste lukewarm pâté crust French restaurant"
Restaurant CINQ-MARS,4.5,,French restaurant,"51 Rue de Verneuil, 75007 Paris 7",intimate lowlit bistro known meat dish chocolate mousse robust selection wine everything perfect reception particularly generous dish service good supreme poultry homemade mash accompanied mushroom sauce lost brioche correct meal syrup wanted accompany meal cock wine notthe bos offer u bottle string pay consumed drink 25 2 glass half billed 2950 correct mâcon wine without shameful discovery day simple expectationsinand delicious boyfriend tasted bleeding meat heard heard rarely eaten meat meat dish French restaurant
Pasco,4.4,,French restaurant,"74 Bd de la Tour-Maubourg, 75007 Paris 7","elevated bistro fare mediterranean twist charming locale sheltered sidewalk table french cuisine shine place, simply chef place offer tightened card fresh seasonal product quality good restaurant nice setting view invalid far metronles dish good sufficient quantity gooddrawn good meal calmelles perfect service pleasant funny blackcurrant accent French restaurant"
Le Bistrot de Paris,4.4,,Bistro,"33 Rue de Lille, 75007 Paris 7",elegant restaurant 19thcentury building preparing menu classic contemporary dish discussing colleague jallais soon visit gainsbourg's house colleague dit eat bistrot de paris gainsbourg often went lifetime decision eat exceptional moment quality high -end mealand generous portion mastered cooking veal liver delicious without forgetting hut melting beef homemade dessert absolutely necessary taste beautiful address whether lassiettes service nothing say redo duck breast exceptionalthe man take care indoor placement antipathetic samuses make fun customer thinking man sympathy professional parcontre service kitchen amazing place brigade kindness professionalismas longer meet delicious dinner served great attention Bistro
Les Cocottes,4.2,,Traditional restaurant,"135 Rue Saint-Dominique, 75007 Paris 7",refined take bistro classic french wine chic stop high table stool bar beautiful family experience liked starter dessert lot taste signature mythical dish well presented quality taste worth price offered tasty experience dish lambide risotto servicelancre cuttlefish chipirons excellent nice eat well super advice christelle would like emphasize find slightly expensive even close tower effeil 4 deau bottlefor limited recently pleasure dinner charming parisian restaurant lexperience simply exceptional soon arrived pleasantly surprised speed service real asset reception service top nplat tasty especially slowvelveté egg poached bache grilled bravo chief Traditional restaurant
Bistrot Chez France,4.5,40.0,Bistro,"9 Rue Amélie, 75007 Paris 7",traditional establishment serving wine seasonal meal made thoughtfully sourced ingredient several visit restaurant never disappointed nplats good reasonable price given neighborhood less 40 full menu evening large better book contrary written children's menu betterto know better restaurant suitable child possible order unique dish must taken jai stopping go meal systematically spoiled owner really unpleasant vegetarian friendlyshame Bistro
Le Violon d'Ingres,4.5,100.0,Fine dining restaurant,"135 Rue Saint-Dominique, 75007 Paris 7",set menu creative take french classic dished sleek modern dining room disappointment passable uninteresting find much better paris half price tasting menu varied original generous eat much recommend individual dish came celebrate christmas inthis unique menu restaurant 280 understood waitress top welcomed u funny dish disappointing simplicity Fine dining restaurant
La Poule au Pot Paris 7,4.2,,Restaurant,"121 Rue de l'Université, 75007 Paris 7",foie gras steak familiar fare presented comfy dining room oldworld vibe atmosphere french brasserie traditional dish well made hen pot risotto pot scallop roasting chicken well recommend came part group lunch pleasantly surprised general quality particular nice bar whose stop removedsmiling service also area would come back pleasure test standard lunch thank welcome pleasant time restaurant unearthed chance price good neighborhood food really goodservice lambiance pleasant small neighborhood restaurant priori unpretentious one beautiful intercaps used pleasant smiling team bos behind bar change job avoid ruining laudable effort antipathy cook cooksand room server feel welcome despite slate 60 euro per person go way dexcellents surrounding address Restaurant
Le Paris Paris,4.4,,Restaurant,"8 Rue de Montfaucon, 75006 Paris 6",food excellent price little high benefited reduction via fork real plus without might hesitated fairly small portion still dined evening restaurantjazz music strong sufficient plunge restaurant pleasant atmosphere restaurant intimate sifted light dish generous enough looking authentic culinary experience 6th arrondissement paris miss theparis paris restaurant nestled picturesque district place presented modest bistro Restaurant
Le Christine,4.6,100.0,French restaurant,"1 Rue Christine, 75006 Paris 6",creative french dish tasting menu chic space exposed brick bare bulb wood beam christine combine refinement creativity impeccable service beautifully executed dish sublime seasonal product daring flavor lambide warm lexpertise sommellerie complement exceptional experience essential address paris thank chief rodolphe despagne 3 tasting menu appreciated much dishesthe food chord quality service server sommelier friendly still missed condiment like portion mash accompany chicken chicken fricasserefined exquischaque dishes' dish express unique flavor awaken taste bud chef teamnmichel warm welcome chose 5 menu 5 dish accord perfect wine surprise surprise fine service pleasant flexibility discreet atmosphere discreetand pretty decoration beautiful discovery come back thense pleasant experience fish although slightly salty perfectly cooked revealing tender delicate flesh even consumed half chicken quality undeniable French restaurant
Source Restaurant,4.8,100.0,Restaurant,"17 Rue Grégoire de Tours, 75006 Paris 6",excellent tasting menu 7 time food wine chord find good product well worked perfect cooking found lacked little delicacy dessert turned around lemon little much taste havetested restaurant making u took menu 7 time laccord put wine treat everything delicious well worked real culinary experience pleasure tasting menu in7 time dish small ultra -concentrated condiment come bring pep bind harmony flavor color original association extremely fair cooking setting warm professional laccueil experience source simply extraordinarywe chose 7 -stroke menu dish delight service exceptional attentive detail intimate nursing restaurant good experience thensess menu 7 stage good gnocchi dish clam sebaste disappointinggauge cheese zucchini waffle baba slightly robust end meal Restaurant
