id,text,title,rating,trip_type,location_id
525540781,"My daughter and I found the service a bit rude: at 7yo she was urged to give her name and choose a type of bread for her sandwich. We were then being suggested to buy about anything they have to sell and finally were waiting in line looking at the staff filling our bread while they chat about how tough their day is.

The sandwiches were really not good, the bread was sweet, you'd get way better from a bakery.

The decoration is a set of small signs with various kinds of (not-so-funny) jokes, quotes or (not-so-inspiring) motivational lines...",Not-great sandwiches,2,Family,8512875
357510490,Fantastic place to eat! I love the rustic setup! Quality of food was spot on! Customer service was amazing. My French was poor! And the staff seemed very fluent in English! The options were fresh! Would highly recommend!,Travelled for the rugby,4,Friends getaway,8512875
289446968,"Nothing special about this sushi place, it's ok : not bad but not amazing either. Just a regular take away (or dine in) place. I just don't understand why they tell you to come 10 minutes early on the phone for a pick up. I mean just tell me to come when it's ready.",Ok sushis,3,Solo travel,2622837
196034772,"In my experience, this is one of the best Japanese restaurants I have come across in Paris, and I make a bee-line for it every time I stay in the nearby Ibis Alesia-Montparnasse, Paris 14eme...it's my favourite restaurant in the area. (It is also known as ""TOKYO"" Delices d'Asie.) 

The place is also well frequented by the locals, and I have eaten there myself regularly over the past few years, always finding its high standard maintained. 

Also, due to her outrageous comments, I can only assume that ""Salome 1345” was reviewing another restaurant, or perhaps works for a rival business (a common occurrence on Tripadvisor sadly), hence my motivation to put the record straight by writing this review!

Tokyo offers delicious fresh food at an incredibly reasonable price. My favourite meal, and also highly recommended, is a fixed-price menu (menu 5, Maki Brochettes) that includes a bowl of miso soup, followed by a refreshing cabbage ""salad"" (a bit like coleslaw, only tastier), followed by 6 pieces of sublime California Maki (which I recommend dipping in the ""sauce sucré""), and the final course is a bowl of rice with 4 Yakitori/brochettes (mini kebabs): melted cheese wrapped in a wafer thin slice of beef, chicken thigh, chicken wing, and chicken meatballs...all mouth-wateringly delicious. All that for 12.50€! The house wine is good value too: 50cl costing less than 5€. I normally dine alone, but once there with my partner, the meal for the two of us, plus half a litre of Rosé wine, came to just under 30€. We'd have happily paid double that to get as good a meal, and in the UK that's probably what I would have to pay, if only we could find a decent Japanese nearby, like Tokyo. My partner was so impressed (and it takes a lot to impress him), we ate there twice in 4 days.

Also, if you are a bit of a novice when it comes to Japanese food, as I was once, French Japanese restaurants have this lovely habit of printing appetising photographs of the various dishes on offer, which I find definitely helps you in making your choice. 

The service, too, is very efficient, possibly too efficient, in that if I am eating alone, I can be in and out in less than an hour! But as I am often in a hurry, that suits me fine. 

I'm surprised Tokyo has not received further praise from Tripadvisor fans, so I can only assume that those of us ""in the know"" have preferred to keep it quiet, otherwise if it became too well known, we would not be able to get a table there ourselves! 

If you like Japanese food, I heartily recommend Tokyo. In fact, I didn't even know I liked Japanese food until I found this place...now I love it!",Best Japanese around,5,Solo travel,2622837
146824449,"Located in a nice clean room with simple Japanese decor, for between 12 and 16 euros, you can get a full meal - tasty mizo soup, fresh coleslaw like cabbage salad and a choice of various sushi, sashimi and brochettes.  Here is the deal - the sushi is HUGH.  A great value for your money.  The fish is fresh, the service attentive.  What's not to like.  If you find yourself in the outer reaches of the 14th, and, looking for a change of pace meal, stop in.  You will not be disappointed.  This review is based on at least 10 visits to this restaurant.",Biggest Fresh Sushi Around,4,Couples,2622837
505376046,Really friendly local hangout - great selection of tapas style food ... good wines too ... very friendly staff,Great local bar,5,Couples,12690809
864415900,"Clearly a warm host by the service,
Fast, warm, everything good with my order. I even get a smile and a greetings while I took it !
Real good quality of team behind the desk feel nice.",Best Burger King I’ve too,5,Solo travel,7316885
438530509,"     Burger King is located around the corner from the exit from the Catacombs. There are two floors of seating and clean rest rooms. Patrons can order their meal via machines or at the counter. Staff is friendly and service was quick. Chicken, beef, and fish entrees are available. There is also salad and desserts available.",Quick Lunch After Visiting Catacombs,3,Couples,7316885
298656769,"Kinda small, besides ordering in line you can use the pre-order and pay and then just pick up your order. Standard Burger King menu and prices.",Another Burger King,3,NONE,7316885
947346028,"Do not miss it!
Perfectly located, nice Team  
Try to spend a moment with the Chef to speak art culinaire, you will enjoy it!",Beautiful restaurant and delicious dinner! Chic and casual and incredibly tasty.  The place to be in Paris if you are so,5,Family,24069525
947335668,"Impeccable experience. Warm and professional welcome from the waiters. High quality, locally sourced produce skillfully crafted into delicious dishes by the Chef and his team. All this in a cosy yet classy setting. I instantly fell in love with Bonhomme!  Look no further and quickly book a table!",The place to be!,5,Family,24069525
947323490,"Delicious produce, food, and great wine list. The service is sub par and staff speaks perfect English. Will visit again.",Delicious 😋,5,Family,24069525
946323845,"Best restaurant in the area by a mile! Great place, great food and great wine. The staff was super welcoming & helping. Strong recommendation!",Wow,5,Friends getaway,24069525
945497628,"Superb food and fantastic atmosphere. I was on my own, did not have a reservation, so I ended up sitting at the bar and loved it. 
I not only ended up ordering main course, I ended up with fantastic chocolate mousse for dessert and a coffee. Having worked in restaurants myself, I just loved the fast pace of the restaurant and fantastic food.",Superb food and fantastic service,5,Solo travel,24069525
959025780,"What a fabulous restaurant where I go since so many years. A modern French  Cuisine with a delicious a la carte menu  for the dinner and a good value  menu less than 30 euros for Lunch
A friendly atmosphere in this authentically bistrot ""a la Parisienne ""Chef Matthieu will delight you with his culinary talent .
Located in the artistic Montparnasse   in a lovely  and quiet street .Don'miss WAJDA",The place to eat while in Montparnasse,5,Solo travel,10454425
738905946,"This review encompasses 2 visits during our week in Paris. The menu is limited, but in Paris that is usually a very good sign. Our first experience was for lunch, which was quite good! Lovely carrot soup, and then a nicely cooked and flavored steak, followed by 2 yummy and interesting deserts. The service was also great. We enjoyed it so much we decided to make a reservation for dinner a couple days later. 

Our dinner experience was not ideal and left us rather frustrated. We made a booking because it is a smaller place. The older gentleman (owner maybe?) offered us a table by the bathroom, we politely asked if we could sit at another table. He responded by aggressively slamming the menu on the table and basically throwing a bag of bread at us. Now, I don’t want to be another American complaining about French service. But my partner visits Paris often and we both speak enough French to greet, small talk, read the menu, and order, all in French. We felt this man was just overly aggressive with us. We ordered a bottle of wine and all he did was open it and put it on the table for us, no standard taste pour or anything. The food for dinner was not nearly as good as lunch, maybe it was a different chef. I had some rather bland scallops and extremely bitter endive that was only remedied by lots of salt. My partner had veal that was less than exciting as well. Was just rather disappointing dinner overall after having a nice lunch, especially since we paid about 3x what we paid for lunch. Also, it seemed like the older gentleman had a party in there that he knew, and another women (wife maybe?) was going back and forth eating and enjoying, and then helping herself behind the bar. We just felt like their focus was somewhere else that night.  ",2 visits; 1 great and 1 terrible ,2,NONE,10454425
595063386,"I had heard about Wadja by word of mouth, and I have to say that my husband enjoyed it, but I found that the food did not make me want to jump up and down.  So my husband would go again, but me, not so much.","Not bad, not the best.  Worth a try.",3,Solo travel,10454425
574172301,"If you are tired after a long walk through Paris and would like to not only relax, but also enjoy delicious French cuisine - you'll find it here.
Hospitality, cosiness and gastronomic harmony are my main impressions.
When we came here for the second time, I was pleasantly surprised that I was greeted immediately by name.
Highly recommend!",Congress and tourism,5,Family,10454425
525810469,We were very pleased with our dinner experience at Wajda. The atmosphere was intimate and the decor that of a typical french bistro. The service could not have been better. We were given good suggestions for wine. Our appetizer was a slightly smoked haddock sashimi which was beautifully presented. One of us had the rumpsteak and fries which was goof and the other had the cod accompanied by corn. The cod was outstanding as it was a thick piece and cooked to perfection. Our dessert was a round warm chocolate cake and a lemony item. Both were delicious. We would highly recommend this restaurant.,Charming Bistro with delicious food.,5,Couples,10454425
909359249,"This was an amazing dinner restaurant for our Paris trip of six days.  It was a little hard to get to because of roadwork in front, but finding it was well worth it.  The owner was delightful and friendly.  The menu had so many great options.  It was cozy, casual and all of the staff were friendly and helpful.  The pizza and pasta we had was phenomenal.  I would definitely go back if we ever have the chance.  Great local dinner spot! ",Great local Italian restaurant,5,Couples,1336737
773528803,"Cantinella is one of my favorite Italian places in Paris. It is a small cozy neighborhood restaurant that makes you feel at home right when you walk in. The food is always delicious and the service is great. Don’t worry my English speaking friends, one of the managers is English, so makes things much easier! We ordered two appetizers to start, and then our friends and I had a mix of pizza and veal for our main course. The pizzas were delicious and the veal was flavorful with the lemon sauce and was cooked perfectly! They were also very kind and accommodating to my dietary restrictions! Also don’t pass on the dessert, it’s well worth the extra calories! ","If I lived in this neighborhood, I would go once a week! ",5,Friends getaway,1336737
727140383,"It is a little off the main tourist paths, but not far off, and worth the extra walk.  Among countless ""Italian"" restaurants within 2 kilometers, Cantinella stands out as remarkable in value for cost. The cuisine is very, very nice, and the prices very, very moderate. The ambience and service are just fine. The clientele is mostly local, but non-French speakers are welcome and served with respect.",You will not be disappointed!,5,NONE,1336737
705002518,We came here after reading the reviews and were not disappointed. Excellent food coupled with a warm welcome and friendly service throughout the evening. The kids really enjoyed their food too. ,Excellent food and service,5,Family,1336737
669798845,"Exquisite meal: all the dishes are fresh, homemade, very good food, refined... well worth eating there. And both savory and deserts are equally good.
Nice wine list by the glass too.
A nice atmosphere. Nothing really special, but a nice room, not too crowded even if full. Elegant set up.
The service is very professional, yet very warm and kind. Very nice people.",Very good restaurant! Italian...,5,Business,1336737
980496618,"Namaste,

this little Indian/Nepali is a true hidden gem. The welcome by the friendly owner Raju was very warm, the food absolutely delicious, the young cook Anisha very talented and the atmosphere very cosy. Raju went out of his way to cater to all our extra wishes and we loved it so much, we went back the next day and would have gone again on Mondqy but it was closed.
I've been many times to India and Nepal and the dishes are all authentic , very tasty and cooked and served with love. Plus you can order the level of spiciness from 1 - 10. I fully recommend and can't wait to go back there myself.
Danye Bad dear Raju and Anisha",Best Indian/Nepalese restaurant in Paris,5,Friends getaway,5932452
980272000,"A bit of a hidden gem - delicious home made food, very authentic. Love that the food is properly spicy (not always the case in Paris). Lovely service too!",Highly recommended,5,Solo travel,5932452
978168328,The food was really delicious and the service was very kind! As vegetarians we could find  several vegetarian dishes on the menu. Top.,Delicious vegtarian food,5,Family,5932452
968387967,Best place to experience the Nepali and Indian tastewithing peaceful environment. Totally authentic taste. Best wishes,Nepali and Indian Taste,5,Friends getaway,5932452
924663405,"Our favorite Indian restaurant in Paris, if not in France. Authentic cuisine withe the possibility to choose how spicy you'd like your dish. Prices are extremely reasonable, service is friendly and efficient. Love this place!",Love this place,5,Family,5932452
620188188,"This restaurant is perfect for lunch! The food is delicious, homemade with quality ingredients, and the service is professional and friendly. The ambiance is warm and welcoming! It's also the perfect place to plan a team lunch for a group (you will need to reserve ahead). The cuisine is traditional French, with creative touches. The wine list is also good and reasonably priced.",Perfect for lunch! Homemade French food from quality ingredients and excellent service!,5,Business,12690853
554204963,"Little restaurant, good for groups (15 of us) as well as solo or couples.
Real cuisine as everything is peeled, sliced, chopped ... on the premises.
Original dishes like beetroot hummus or Thai soup for appetizers while entrées are original as well. And affordable as well",Traditional restaurant with fresh and tasty ingredients ,4,Business,12690853
866018339,"Favorite pizza place. Big variety and fast preparation. Prices are very reasonable. If you are not fan of pizza, get some cheap delicious pasta or sandwich!",Good place,5,Solo travel,24094123
948512038,"The food is amazing, not only for vegans, but for everyone.  I’m happy to have more plant based options foods in Dubai. 🌼💪🧃💕🍔
I tried this new recipe with truffles and black bun",Excellent 💯,5,Solo travel,23127487
928244465,Had my birthday dinner with my bf there. Their burgers really amazed me. I have decided to visit this place once a week. My bf's wallet is at stake haha,Delicious and convenient,4,Couples,23127487
886247825,Overpriced and rather generic vegan burger. Dont waste your time or your hard earned cash on this place. I paid 30 euros for a burger meal and a junior burger. It really is run of the mill and nothing special.  Staff were freindly and helpful though especially as I spoke no frencf. I eat at a lot vegan eateries in the UK and this compares okay on taste but is definately not worth the premium price.  So sad that I wasted my money on this place. ,Overprice average vegan takeaway.,1,Solo travel,23127487
843138985,"Great vegan food at good value. I ordered twice in two days, although I had to eat back at the hotel as there was nowhere to sit there. I'd definitely go again!",Delicious!,5,NONE,23127487
816263746,"Really tasty vegan burgers for a good price, we didnt wait for too long for the order to be finished. Small room, only for takeaway",Everything vegan! Only Takeaway,4,Friends getaway,23127487
919502771,"The food and coffee are mediocre but the atmosphere is pleasant.  Limp bacon, underdone poached egg, but very tasty pickled onions.  Cappuccino with badly steamed uneven foam.  Efficient service.","Pleasant atmosphere, mediocre food",3,Couples,8644032
817310326,"A young and very friendly team in an American atmosphere. 
I recommend this restaurant to spend a moment with friends or with his family. There is a children's menu",Great family experience !,5,NONE,8644032
808389406,After having our Benedict my wife has been sicked….we think there is a problem with the oil in the cooking . Pitty because the service is nice and friendly.,Bad quality cooking,2,NONE,8644032
760625370,"One of the best small restaurants around Luxembourg with a cool american vibe with burgers and wraps (there's one with chicken, cilantro and a spicy sauce that's worth every penny) and loads of veggie options. The desserts are always astounding especially the day's recommendation which can be a fondant au chocolat or a hot delicious apple crumble... if you're staying around, that's one great place to lunch!",Great experience guaranteed,5,NONE,8644032
691823601,"We were a large group with kids and the lady in charge of service was pushing for us to make the order....however the food was good and pretty tasty, a young kid, 2 years old, dropped dry milk on the floor....
It is a little overprice, but not an issue, as we do have good time.
At the end it had been impossible to pay by credit card, not apology as for them was my credits cards, one US the other French, or the Internet, so not theirs faults.... and ask my for cash, which is understandable as soon as it is requested politely...
I did say I used to put feedback on TripAdvisor, the lady in charge was upset.?
Then she show my the floor with dry milk and that they will have to clean up, which I was sorry and surprised by the overreacting. However I did paid cash and said good by.
Again food good, just highly surprising bad customer respect from the service.
I will go again, but you need to be ready to pay cash.","Food good, service under average",3,Friends getaway,8644032
926708995,"We're hooked on boba tea and Sunny The offers a great one. Dozens of different choices, including selection your tea, the type of boba, the amount of sugar, etc. Seriously good tea! ",Delicious. Great menu choices,5,Couples,24995265
955237566,"Amazing... We came to Paris for a  4 days vacation, and this was the best dinner I had in Paris. The food was abousely amazing and the staffs were very nice too🤩. I would say this was the top 10 Japanese restaurant I have ever been to.",5 star⭐️⭐️⭐️⭐️⭐️,5,Family,11847106
954976095,"Random find looking at a local Paris guide book in our AirBNB. The sister restaurant that had a Michelin star has shut down. This place was fantastic. As good as any other Japanese restaurant I've had all over the US and probably close to others I've had in Japan.

The karaage was light, crispy and not greasy. The agedashi tofu was excellent. The miso eggplant really grew on me. Never had anything quite like it before. Half an eggplant baked with miso glaze on it. You can get the soba hot or cold with various additions. The hot broth was clean but super flavorful. 

The mochi was solid. You only get 3 half pieces though. Matcha, black sesame, and one other flavor I couldn't quite place. The creme brulee was excellent. A hint of sesame.

I love that they have no reservations. First come first serve. Service was excellent. Classic Japanese decor with dark aged wood look.  The bathroom is decorated with a bunch of empty sake bottles. Great find!!",Best Soba,5,Family,11847106
945955232,"As it goes in Tokyo the amount of time waiting in line before entering says a lot about the quality of food on offer. I stood there for a bit more that half an hour. Not in Tokyo but in Paris. But once inside it was so Japanese I could have bee ln fooled I has been beamed up to Osaka. Staff all Japanese. Food very Japanese and tasty. I started with sashimi and the fish was of fine quality. I also had takoyaki which was tasty also, with all the right trimmings. For mains I had cold soba noodles and tempura. I have had the best soba you can get anywhere and in comparison these were not bad at all. The broth was delicious. The tempura was very good and that is a perfect indicator of over all quality. I happily sipped my sparkling sake and happily took in a bit of Japan. Recommended!",True izakaya,5,Solo travel,11847106
944606111,"They don’t take booking so show up early if you want to get a table. I will advise to avoid the place if you are a big group as it will take forever to free a table. We went for lunch and got lucky we waited only 5 minutes to get a table. Inside is tiny, authentic Japanese restaurant. All the staff is Japanese. The food is delicious and service very is smooth.",Authentic Japanese,4,Friends getaway,11847106
925275253,"Food is not bad the rest is horrible
You wait over one hour in front of the door without a single seat becoming avail and no one talking to you.
We were told that the wait would be 30 min
An Insult to human dignity and a  totallypretentious place

Avoid at all cost",Horrible place avoid,2,Family,11847106
965016986,Good local hangout. Food was excellent and reasonably priced. Servers were friendly and accommodating to non-French speakers. A good way to experience French dining and culture.,Good Local Restaurant,5,Solo travel,1336782
874411401,I don’t have any experience rating cafés in Paris but this one was very pleasant and nice.  The garçon was very polite and the service was unexpectedly quickly.,Pleasant and calm,4,Solo travel,1336782
859457672,"The octopus and tuna dishes that we ordered were delicious. Mix of sauces, wonderful carrots and beet purée,  much better than many more expensive restaurants that I've tried. Casual friendly nice atmospherre",Bon plan,5,Couples,1336782
849844859,"Our hotel was across the street, and Le Bellerive became our family's home away from home.  We ate here every day on our trip. Wonderful, friendly staff only outdone by their menu. Will return when we come back to Paris.",Great restaurant and service,5,NONE,1336782
849026956,"The greatest welcoming service and wonderful food.
We accidentally ended up at Le Bellerive after visiting Le bassin de la Villette during heatwave.
Todays menu was so delicious and at a low cost. The staff was cheerful, friendly and helpful. They filled our water bottles and kept making sure we were fine in the heat. The atmosphere was really friendly, local and welcoming.","Great local restaurant, great service",5,Family,1336782
973884757,"This beautifully decorated restaurant was a choice spectacular for our last night in France. The food was delicious, inventive, and well cooked/portioned and the wine pairings were perfect. 

We specifically loved the shrimp starter and the truffle potatoes were to die for. I ordered the twice-cooked chicken and it was absolutely mouthwatering - what a chef!!

The service staff was friendly, helpful, and efficient - we enjoyed a leisurely meal and felt well tended to. We sat in the heated/enclosed section of the restaurant and will be back to enjoy the outdoor patio in warmer weather!","Inventive, Beautiful, and Delicious - the Perfect Meal!",5,Friends getaway,12453340
973571777,"Great experience! Refined food, nice atmosphere with a lovely decoration and very caring staff . Nice little gem in Paris",Sweet secret!,4,Couples,12453340
971994338,"We used this venue for a Meet n Greet event for a small group tour I my company runs and the staff were wonderful. In the leadup to the event the communication was great. I would use this venue again, my only concern is that the room we used only can seat 16, and it is possible my group may be a little larger than that.",Meet n Greet Event,5,Business,12453340
969415094,"food adequately presented and balanced but not enough to justify the prices
service very inattentive but cordial
the setting in the garden is beautiful
the automatic booking system sent 3 reminders even after I had confirmed the reservation - really excessive",too expensive for the average food and service,4,Family,12453340
953871683,"The food was excellent, the general atmosphere on the terrace was relaxed and pleasant. It was unfortunate that you allow smoking on the terrace and that we were sitting next to two chain smoking guests.","Very good, but nothing for persons very sensitive to cigarette smoke",4,Friends getaway,12453340
970484381,"The service was outstanding, quick, responsive and knowledgeable about menu, even with a slight language barrier, but not a drawback at all. Had the fillet/ no mustard and the bavette and a salad , with dessert, both meats cooked perfectly and well seasoned, salad was light and refreshing, wife loved her wine I enjoyed the outstanding beluga vodka. Best meat option after 3 weeks in Italy and starting a cuisine inspired French tour with some great options to come. I cannot recommend this place any higher, but will come back before we head back to mainland USA and then home to the islands. Cannot recommend this chef and his expertise at cooking and seasoning his steaks any higher, this comes from a retired chef with over 50years in the business. Have the knees, hips and back to prove it, although lost my knife callouses.",Amazingly Outstanding,5,Couples,25724381
937624648,"Very nice environement, we loved it with my boyfriend. The staff was extremely thoughtful and enjoyable and the food was really sweet and great. We will come again !!",Best restaurants for the moment.,5,Couples,25724381
907382900,"After researching hundreds of restaurants in Paris with only one night free for dining we settled on Raffine, we were a bit hesitant due to lack of reviews but from the second we arrived the staff were amazing, this new restaurant will be a Parisian gem in no time! 

The shredded beef bao buns were one of the best presented and tasting bao we have enjoyed, this was followed by beef tartare and the Wagyu T-Bone which was perfectly cooked to our liking with creamy mash and the quinoa salad. 

Do not let the few reviews put you off this restaurant as it will shoot up the rankings quickly if they keep the quality we experienced 👏 

Thank you so much for an excellent dining experience 🔥.",A new gem in Paris,5,Couples,25724381
980432904,"We had the seven course tasting menu with wine pairing and the entire experience was fantastic.  The food was creative, thoughtful, and delicious. The wine was perfect.  And the service was very nice and attentive.  The decor is very simple but the meal was elevated.  We highly recommend Automne.",Wonderful Experience!,5,Couples,13133319
946328460,"When we first arrived and looked at the menu we nearly walked out as there were several items listed I thought I wouldn’t enjoy. How wrong I was. 

Trust the process and trust the chef. This was one of the nicest meals we have eaten in a long time. Each course was exquisite and tasted amazing. Even the food I thought I wouldn’t enjoy was fabulous.",Trust the chef,5,Couples,13133319
945875562,We were pleasantly surprised by this restaurant. Trying to find a good value michelin star restaurant is not easy given the overwhelming choice in paris. We opted for Automne based on various reviews. We opted for the 7 course menu and each one as very good....delicate and precise dishes. I went for wines by the glass and let the waite choose for me...each was very good. All in all a lovely restaurant.,Great Restaurant,5,Couples,13133319
931829425,"Walking down the street, we couldn't imagine a more non-de script location for a one star restaurant. The understatement was palpable. Then we understood nothing - not a high-end location or flashy signs - was to detract from the dining experience.
Nothing did. This was an extraordinary dinner; preparation, taste, complexity of the food complimented by in equal measure the choices of wine with each course.
Merci and bravo to chef Nobuyuki Akishique and sommelier Ulysse Hivroz. ",DESERVES ANOTHER STAR,5,Couples,13133319
904329911,"Seven Courses of Heaven. Fantastic staff, service, presentation, wine pairings and food. Come with an open mind and let the chef surprise you. Good value for a Paris Michelin star restaurant. Merci à l'équipe d'Automne pour cette incroyable dernière nuit à Paris.",A Beautiful Splurge,5,Couples,13133319
951568375,What a fab little place this was! Right on the canal just down the road from our hotel.  Great vibe and service was really quick.  Pizza was delicious and so was the mojito!!!!!! Recommend a visit here.,Little gem !,5,Couples,4793866
718362697,"I work down the street and grabbed lunch today. I only ordered a daily salad of chicken, poached egg, potatoes and tomatoes. The chicken was processed, and salad was bland. For 11 euros this was not a good deal, but I guess because they are on the canal they can charge this outrageous price. I ordered a glass of costieres de nimes and sent it back. It tasted like petrol. I had to go to the bar to pay the bill. One thing I will say is that the management is really nice. When I exclaimed 5 euros for a ballon of Cote du Rhome! and didn't have the extra euro change- they let me go.",moyen- average,3,NONE,4793866
707239217,"We were walking from St Denis back to Paris after visiting the basilica.

This restaurant is situated overlooking the canal. 

It had a great vibe about it!

Service was good and friendly. Big beers were available and we sat outside watching the world go by. 

I had a salmon club sandwich and it was yummy, especially the chips!",Ding dong!,4,Friends getaway,4793866
699494551,"Stumbled across this brasserie/restaurant by taking a walk alongside the canal and we was warmly welcomed in and seated in a cozy charming restaurant. We had the set menu of 24Euro for 3 courses. The food with fantastic, fresh, perfectly cooked, very tasty and good portion sizes.The Rump steak was more like fillet so tender but full of flavour, my wife had the best burger she had ever had, it was cooked medium so it was very juicy and had homemade mustard mayo, melted cheese & salad in it..Simply stunning, There were ala carte options and specials. Everything that came out of the kitchen looked really good and the 2 chef's we're very fast and on their game for sure. Drinks were very reasonably priced for Paris too, with a large selection and cocktails. We loved this place and really made our trip extra special, thank you so much everyone at Le Petit Carillon...",Best Meal of our Trip,5,Couples,4793866
692601337,"Fabulous food and service. Excellent value for money, not to be missed. Nice, relaxed atmosphere. Would definitely recommend 👍🏻",A hidden gem located on the riverside ,5,Family,4793866
873096606,"Excellent!!!!!
I can’t think of words to say ! The service is fantastic and very friendly! They speak English!!!! The prices very normal ! We enjoyed a mix of plateaux and it was fantastic!! Perfect bottle of wine and enjoyable music ! 
Don’t miss it !!!!!",Fantastic !!!!,5,Couples,12871178
833150308,"AVOID!!

Worst experience at a wine bar!

Basic wine variety and extremely rude staff. Because it is a wine bar, we only wanted to drink but the waitress told us we HAD to order food. It was 11pm in the evening and because we did not order food, even though half of the Bar was empty, staff was rude and insulting us.

They served us only one round of drinks and told us we had to leave after that at 11.30pm

Please avoid! there are so many nice places in Paris!",Avoid at all cost - many better places in Paris,1,Friends getaway,12871178
798841780,"Amazing place and people. We’ve enjoyed the food, the wine, the beer. The place is also great for larger groups of people!",Great dinners and overall!,5,Family,12871178
708496366,"The high rating reviews lead me here and I wasn’t disappointed. The waiter was very attentive to my needs as a solo guest and advised me of the option of making a selection to make up my board rather than going for one of the set options. 

I had a great selection of tasty cheeses, hams, delicately smoked duck and roasted aubergine and courgette. I had rose wine with this and it all made for a great meal. 

The layout and atmosphere is comfortable and relaxed and I’d recommend this place. ","Excellent service, tasty food and great atmosphere ",5,Solo travel,12871178
678546956,"I have been to Oplato with my boyfriend for our first dinner in Paris. We were attracted by the huge choice of cheese and we really appreciate their taste. 
But what I liked most was mozzarella with jam on the top! 
We were sitting at the table near the window and it was nice to have a view over the street during our dinner. We also loved the atmosphere. 
Highly recommended.",Dinner with a view,5,Couples,12871178
926461252,Great pastries and sandwiches! Rented an Airbnb nearby and have stopped here at least once a day. Favorites are the cherry tart and chocolate tart.,Great pastries and sandwiches,5,Solo travel,10159630
665330142,"We went here several times while staying in the area. The Paris-Brest and the batard bread was particular wonderful. The croissants were also good but I thought they were a bit too dry, but my husband thought they were perfect. We sat down for coffee once and the coffee was good and the atmosphere was lovely. I noticed this place was very busy and popular during lunch hours but the staff was nice and helpful no matter how busy they were.",Delicious and cosy bakery,5,Couples,10159630
385185783,"...I don't usually write reviews for bakeries but on top of being one of the better ones in the area, they do care well for their customers and I really appreciate that. Wether a little gift at Christmas, a snack for the boys or keeping ure kids scooter safe after losing it, the team is as friendly as the baguettes are good. Merci!",A good bakery with customer care,5,Family,10159630
957692494,In the heart of Paris you would expect amazing quality food. No we got a burnt up calzone with a soggy oily cheese and ham centre. No vegetables apart from the chilli we asked for which was charged extra. Horrible experience and we couldn't wait to get out of there. Kids homemade chicken nuggets were pre cooked and warmed up making the chicken dry.,Avoid the calzone,1,Family,14059024
948684800,"The place was nice, comfy, the waiter was very kind, the prices are normal, food was ready very quick and pizzas were delicious",Good food for good price,5,Couples,14059024
942602963,"We went here for dinner. The restaurant looks cosy, but most people come here for take away.
Pizza's were tasty, quick service.",Quick tasty pizza,4,Couples,14059024
901215538,"Absolutely amazing food, i highly recommend, their pasta is delicious. Service is great, very nice people. Nice area aswell",Amazing,5,Friends getaway,14059024
882784933,We stopped here on 2nd night in Paris. Just walked by and stepped in. Great find. The pizza was excellent the service was good and the price point was acceptable. Around the corner from our hotel on the Rue Cler and on the way to the Eiffel Tower. Good location and great food!,Great Pizza in Paris - will return.,5,NONE,14059024
394765396,"A bit shabby, but the service was prompt and helpful... The crepe with butter, sugar and banana was the best we had in Paris.. Waitress allowed my husband to have a child portion for dinner .. quiche was excellent as was the salad  Parisienne.  ",Close to Eiffel Tower,3,Family,1336865
154829070,"This was a very nice bistro, busy tourist traffic but the staff was  helpful. Not over priced for the area. Walking distance from Pullman and Mercure Eiffel. I'd recommend for lunch.","Good value, Traditional Menu",4,Family,1336865
986858345,Came here because it had rigged ratings than other restaurants. It was packed but we only waited a few minutes to be crammed into a back table that I couldn’t even get out of without moving the entire table. Escargot was good. I ordered the porn star martini which was awful and the French onion soup lacked flavor. My husband ordered the pate and it was overwhelming. I’d go somewhere else.,Bad food and drink,2,Couples,2197027
985128821,"me and my wife had vegetable soup and mushroom soup for starters, the main course was pork drumstick with vegetables and the rump steak was excellent, we each had a glass of merlot and a bottle of plain water. the bill was 104 euros, acceptable for Paris. a small complaint is the table  too small and there is almost no space, but maybe that is the custom in Paris.",nice place delicious food,5,Couples,2197027
979349498,"Me and my family went there for lunch. The restaurant was insanely packed and the food was mediocre at best.
I went to the bathroom and left my purse on my chair. In the meantime they gave my family their menues while our waiter “lingered” and took my purse while my family looked at their menues, took my drivers licence and all my cards and money.
The waiters were constanly switching places and serving us at different times, could not even get a water.
They tried to use my cards but only managed to take about 100$ because they didn’t have PIN my bank told me that they tried to take more from an ATM next to the restaurant.
DO NOT GO THERE, this is appearantly something they do often.",I WAS ROBBED AND MY PURSE TAKEN DO NOT GO THERE.,1,Family,2197027
976765319,"Very happy with this restaurant! My spouse and I make a point of having supper there upon our annual Paris visit. And I date to believe that Le Florentin's staff spotted us as ""regulars"" of sorts upon our last visit!
Next: early December 2024!",A favorite spot in Paris!,5,Family,2197027
970444855,"When you enter the restaurant you are greeted with friendly waiter or waitress (visited 2 times) who find seating for you right away.  Even moving tables to accommodate larger groups.   

Couple of specials every night.   We had 3 different meals: veal scallopini, salmon and beef bourguignon.  The beef was very tender and tasty.   Salmon cooked just right

Homemade desserts were decadent.  Had the strawberry jam crepe.  Nice finish to the evening.",Excellent service with very good food,4,Family,2197027
